title,series,remakes,year,mpaa,runtime,language,director,firstCredit,secondCredit,imdbRating,rtRating,metaRating,action,adventure,animation,biography,comedy,crime,documentary,drama,fantasy,history,horror,music,musical,mystery,romance,scifi,sport,thriller,western
Baby Driver,NA,NA,2017,R,115,English,Edgar Wright,Ansel Elgort,Jon Bernthal,0.76,0.92,0.86,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Lion,NA,NA,2016,PG-13,129,English,Garth Davis,Dev Patel,Nicole Kidman,0.8,0.84,0.69,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Despicable Me 3,Despicable Me,NA,2017,PG,95,English,Pierre Coffin,Steve Carell,Kristen Wiig,0.63,0.58,0.49,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cars 3,Cars,NA,2017,G,109,English,Brian Fee,Owen Wilson,Cristela Alonzo,0.67,0.7,0.59,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men in Black,Men in Black,NA,1997,PG-13,108,English,Barry Sonnenfeld,Tommy Lee Jones,Will Smith,0.73,0.92,0.71,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men in Black 2,Men in Black,NA,2002,PG-13,90,English,Barry Sonnenfeld,Tommy Lee Jones,Will Smith,0.62,0.39,0.49,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men in Black 3,Men in Black,NA,2012,PG-13,106,English,Barry Sonnenfeld,Will Smith,Tommy Lee Jones,0.68,0.68,0.58,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Breakfast Club,NA,NA,1985,R,97,English,John Hughes,Emilio Estevez,Judd Nelson,0.78,0.89,0.66,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fight Club,NA,NA,1999,R,151,English,David Fincher,Brad Pitt,Edward Norton,0.88,0.79,0.66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Matrix,The Matrix,NA,1999,R,150,English,The Wachowskis,Keanu Reeves,Laurence Fishburne,0.87,0.88,0.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Matrix Reloaded,The Matrix,NA,2003,R,138,English,The Wachowskis,Keanu Reeves,Laurence Fishburne,0.72,0.73,0.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Matrix Revolutions,The Matrix,NA,2003,R,129,English,The Wachowskis,Keanu Reeves,Laurence Fishburne,0.68,0.35,0.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Everybody Loves Somebody,NA,NA,2017,PG-13,102,Spanish,Catalina Aguilar Mastretta,Karla Souza,Jose Maria Yazpik,0.65,0.89,0.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Heat,NA,NA,1995,R,172,English,Michael Mann,Al Pacino,Robert De Niro,0.82,0.87,0.76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
21,NA,NA,2008,PG-13,123,English,Robert Luketic,Jim Sturgess,Kate Bosworth,0.68,0.35,0.48,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Concussion,NA,NA,2015,PG-13,123,English,Peter Landesman,Will Smith,Alec Baldwin,0.71,0.59,0.55,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Mad Max,Mad Max,NA,1979,R,95,English,George Miller,Mel Gibson,Joanne Samuel,0.69,0.9,0.73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rush Hour,Rush Hour,NA,1998,PG-13,98,English,Brett Ratner,Jackie Chan,Chris Tucker,0.7,0.61,0.6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Borat,NA,2006,R,96,English,Larry Charles,Sacha Baron Cohen,Ken Davitian,0.73,0.91,0.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drive,NA,NA,2011,R,95,English,Nicholas Winding Refn,Ryan Gosling,Carey Mulligan,0.78,0.92,0.78,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Bad Boys,Bad Boys,NA,1995,R,119,English,Michael Bay,Will Smith,Martin Lawrence,0.69,0.42,0.41,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Straight Outta Compton,NA,NA,2015,R,167,English,F. Gary Gray,O'Shea Jackson Jr.,Corey Hawkins,0.78,0.89,0.72,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Ocean's Eleven,Ocean's,Ocean's 11,2001,PG-13,130,English,Steven Soderbergh,George Clooney,Brad Pitt,0.77,0.82,0.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Ocean's Twelve,Ocean's,NA,2004,PG-13,125,English,Steven Soderbergh,George Clooney,Brad Pitt,0.65,0.55,0.58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Ocean's Thirteen,Ocean's,NA,2007,PG-13,122,English,Steven Soderbergh,George Clooney,Brad Pitt,0.69,0.7,0.62,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
I Am Sam,NA,NA,2001,PG-13,134,English,Jessie Nelson,Sean Penn,Michelle Pfeiffer,0.77,0.35,0.28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kramer vs. Kramer,NA,NA,1979,PG,105,English,Robert Benton,Dustin Hoffman,Meryl Streep,0.78,0.88,0.77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Memento,NA,NA,2000,R,114,English,Christopher Nolan,Guy Pearce,Carrie-Anne Moss,0.84,0.93,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Godfather,The Godfather,NA,1972,R,178,English,Francis Ford Coppola,Marlon Brando,Al Pacino,0.92,0.98,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Godfather: Part II,The Godfather,NA,1974,R,202,English,Francis Ford Coppola,Al Pacino,Robert De Niro,0.9,0.98,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Godfather Part III,The Godfather,NA,1990,R,170,English,Francis Ford Coppola,Al Pacino,Diane Keaton,0.76,0.68,0.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Bucket List,NA,NA,2007,PG-13,107,English,Rob Reiner,Jack Nicholson,Morgan Freeman,0.74,0.41,0.42,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Founder,NA,NA,2016,PG-13,115,English,John Lee Hancock,Michael Keaton,Nick Offerman,0.72,0.8,0.66,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Good Will Hunting,NA,NA,1997,R,127,English,Gus Van Sant,Robin Williams,Matt Damon,0.83,0.97,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Black Mass,NA,NA,2015,R,123,English,Scott Cooper,Johnny Depp,Benedict Cumberbatch,0.69,0.73,0.68,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Patriots Day,NA,NA,2016,R,133,English,Peter Berg,Mark Wahlberg,Michelle Monaghan,0.74,0.8,0.69,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Mission: Impossible - Rogue Nation,Mission: Impossible,NA,2015,PG-13,131,English,Christopher McQuarrie,Tom Cruise,Rebecca Ferguson,0.74,0.93,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Deadpool,Deadpool,NA,2016,R,109,English,Tim Miller,Ryan Reynolds,Morenna Baccarin,0.8,0.85,0.65,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guardians of the Galaxy,Guardians of the Galaxy,NA,2014,PG-13,125,English,James Gun,Chris Pratt,Vin Diesel,0.8,0.91,0.76,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rush Hour 3,Rush Hour,NA,2007,PG-13,91,English,Brett Ratner,Jackie Chan,Chris Tucker,0.62,0.18,0.44,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Arrival,NA,NA,2016,PG-13,118,English,Denis Villeneuve,Amy Adams,Jeremy Renner,0.79,0.94,0.81,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Snowden,NA,NA,2016,R,134,English,Oliver Stone,Joseph Gordon-Levitt,Shailene Woodley,0.73,0.61,0.58,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Moneyball,NA,NA,2011,PG-13,133,English,Bennett Miller,Brad Pitt,Robin Wright,0.76,0.94,0.87,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22 Jump Street,Jump Street,NA,2014,R,112,English,Phil Lord,Channing Tatum,Jonah Hill,0.7,0.85,0.71,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Mile,NA,NA,2002,R,118,English,Curtis Hanson,Eminem,Brittany Murphy,0.71,0.75,0.77,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Captain Phillips,NA,NA,2013,PG-13,134,English,Paul Greengrass,Tom Hanks,Barkhad Abdi,0.78,0.93,0.82,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12 Years A Slave,NA,NA,2013,R,134,English,Steven Rodney McQueen,Chiwetel Ejiofor,Michael Kenneth Williams,0.81,0.95,0.96,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
American Beauty,NA,NA,1999,R,122,English,Sam Mendes,Kevin Spacey,Annette Bening,0.83,0.87,0.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Hurt Locker,NA,NA,2008,R,131,English,Kathryn Bigelow,Jeremy Renner,Anthony Mackie,0.76,0.97,0.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean,NA,2003,PG-13,143,English,Gore Verbinski,Johnny Depp,Geoffrey Rush,0.8,0.79,0.63,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean,NA,2006,PG-13,151,English,Gore Verbinski,Johnny Depp,Orlando Bloom,0.73,0.53,0.53,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Shawshank Redemption,NA,NA,1994,R,144,English,Frank Darabont,Tim Robbins,Morgan Freeman,0.93,0.91,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Pursuit of Happyness,NA,NA,2006,PG-13,117,English,Gabriele Muccino,Will Smith,Thandie Newton,0.8,0.67,0.64,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Now You See Me,Now You See Me,NA,2013,PG-13,125,English,Louis Leterrier,Jesse Eisenberg,Common,0.73,0.51,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Whiplash,NA,NA,2014,R,107,English,Damien Chazelle,Miles Teller,J.K. Simmons,0.85,0.94,0.88,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Moonlight,NA,NA,2016,R,111,English,Barry Jenkins,Mahershala Ali,Naomie Harris,0.74,0.98,0.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Slumdog Millionaire,NA,NA,2008,R,123,English,Danny Boyle,Dev Patel,Freida Pinto,0.8,0.91,0.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Birdman or (The Unexpected Virtue of Ignorance),NA,NA,2014,R,120,English,Alejandro Gonzalez Inarritu,Michael Keaton,Zach Galifianakis,0.77,0.91,0.87,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wall Street,NA,NA,1987,R,126,English,Oliver Stone,Chalie Sheen,Michael Douglas,0.74,0.79,0.56,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Dallas Buyers Club,NA,NA,2013,R,120,English,Jean-Marc Vallee,Matthew McConaughey,Jennifer Garner,0.8,0.93,0.8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Die Hard,Die Hard,NA,1988,R,132,English,John McTiernan,Bruce Willis,Alan Rickman,0.82,0.94,0.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gold,NA,NA,2016,R,121,English,Stephen Gaghan,Matthew McConaughey,Edgar Ramirez,0.67,0.42,0.49,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Catch Me if You Can,NA,NA,2002,PG-13,141,English,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,0.81,0.96,0.75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Revenant,NA,NA,2015,R,156,English,Alejandro Gonzalez Inarritu,Leonardo DiCaprio,Tom Hardy,0.8,0.78,0.76,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Inception,NA,NA,2010,PG-13,162,English,Christopher Nolan,Leonardo DiCaprio,Joseph Gordon-Levitt,0.88,0.87,0.74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Grand Budapest Hotel,NA,NA,2014,R,100,English,Wes Anderson,Ralph Fiennes,F. Murray Abraham,0.81,0.91,0.88,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitch,NA,NA,2005,PG-13,118,English,Andy Tennant,Will Smith,Eva Mendes,0.66,0.69,0.58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Spectre,James Bond,NA,2015,PG-13,150,English,Sam Mendes,Daniel Craig,Christoph Waltz,0.68,0.63,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Skyfall,James Bond,NA,2012,PG-13,144,English,Sam Mendes,Daniel Craig,Javier Bardem,0.77,0.92,0.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Quantum of Solace,James Bond,NA,2008,PG-13,107,English,Marc Forster,Daniel Craig,Olga Kurylenko,0.66,0.65,0.58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Wolf of Wall Street,NA,NA,2013,R,180,English,Martin Scorsese,Leonardo DiCaprio,Jonah Hill,0.82,0.8,0.75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hidden Figures,NA,NA,2016,PG,127,English,Theodore Melfi,Taraji P. Henson,Octavia Spencer,0.78,0.93,0.74,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Kingsman: The Golden Circle,Kingsman,NA,2017,R,141,English,Matthew Vaughn,Taron Egerton,Colin Firth,0.67,0.51,0.44,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crazy, Stupid, Love",NA,NA,2011,PG-13,140,English,Glenn Ficarra,Steve Carell,Ryan Gosling,0.74,0.79,0.68,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kingsman: The Secret Service,Kingsman,NA,2014,R,130,English,Matthew Vaughn,Colin Firth,Taron Egerton,0.77,0.74,0.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Clayton,NA,NA,2007,R,120,English,Tony Gilroy,George Clooney,Tilda Swinton,0.72,0.91,0.82,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Dunkirk,NA,NA,2017,PG-13,106,English,Christopher Nolan,Fionn Whitehead,Barry Keoghan,0.79,0.92,0.94,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Charlie and the Chocolate Factory,NA,Willy Wonka and the Chocolate Factory,2005,PG,115,English,Tim Burton,Johnny Depp,Freddie Highmore,0.66,0.83,0.72,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars: Episode VIII - The Last Jedi,Star Wars,NA,2017,PG-13,152,English,Rian Johnson,Daisy Ridley,John Boyega,0.7,0.9,0.84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Boss Baby,Boss Baby,NA,2017,PG,107,English,Tom McGrath,Alec Baldwin,Steve Buscemi,0.63,0.53,0.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Irony of Fate,The Irony of Fate,NA,1975,NA,192,Russian,Eldar Ryazanov,Liya Akhedzhakova,Aleksandr Belyavskiy,0.81,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Star Wars: Episode I - The Phantom Menace,Star Wars,NA,1999,PG,136,English,George Lucas,Ewan McGregor,Liam Neeson,0.65,0.52,0.51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Star Wars: Episode VII - The Force Awakens,Star Wars,NA,2015,PG-13,135,English,J.J. Abrams,Daisy Ridley,John Boyega,0.79,0.92,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Secret Life of Walter Mitty,NA,NA,2013,PG,114,English,Ben Stiller,Ben Stiller,Kristen Wiig,0.73,0.52,0.54,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
La La Land,NA,NA,2016,PG-13,128,English,Damien Chazelle,Ryan Gosling,Emma Stone,0.8,0.91,0.94,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Hoop Dreams,Hoop Dreams,NA,1994,PG-13,175,English,Steve James,William Gates,Arthur Agee,0.83,0.98,0.98,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Manchester by the Sea,NA,NA,2016,R,137,English,Kenneth Lonergan,Casey Affleck,Michelle Williams,0.78,0.96,0.96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lagaan,NA,NA,2001,PG,225,Hindi,Ashutosh Gowariker,Aamir Khan,Raghuvir Yadav,0.81,0.95,0.84,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Hitman's Bodyguard,NA,NA,2017,R,118,English,Patrick Hughes,Ryan Reynolds,Samuel L. Jackson,0.69,0.43,0.47,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Social Network,NA,NA,2010,PG-13,121,English,David Fincher,Jesse Eisenberg,Andrew Garfield,0.77,0.96,0.95,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AlphaGo,NA,NA,2017,NA,90,English,Greg Kohs,Ioannis Antonoglou,Lucas Baker,0.79,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Three Billboards Outside Ebbing, Missouri",NA,NA,2017,R,116,English,Martin McDonagh,Frances McDormand,Woody Harrelson,0.82,0.9,0.88,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
In the Heat of the Night,In the Heat of the Night,NA,1967,NA,110,English,Norman Jewison,Sidney Poitier,Rod Steiger,0.79,0.95,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Furious 7,Fast and Furious,NA,2015,PG-13,137,English,James Wan,Vin Diesel,Paul Walker,0.71,0.82,0.67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2 Guns,NA,NA,2013,R,109,English,Baltasar Kormakur,Denzel Washington,Mark Wahlberg,0.67,0.64,0.55,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Theory of Everything,NA,NA,2014,PG-13,124,English,James Marsh,Eddie Redmayne,Felicity Jones,0.77,0.8,0.72,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Ted 2,Ted,NA,2015,R,125,English,Seth MacFarlane,Mark Wahlberg,Seth MacFarlane,0.63,0.45,0.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everest,NA,NA,2015,PG-13,121,English,Baltasar Kormakur,Jason Clarke,Ang Phula Sherpa,0.71,0.73,0.64,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Jobs,NA,NA,2015,R,122,English,Danny Boyle,Michael Fassbender,Kate Winslet,0.72,0.85,0.82,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stranger than Fiction,NA,NA,2006,PG-13,113,English,Marc Forster,Will Ferrell,Emma Thompson,0.75,0.73,0.67,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Step Brothers,NA,NA,2008,R,106,English,Adam McKay,Will Ferrell,John C. Reilly,0.69,0.55,0.51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Icarus,NA,NA,2017,NA,121,English,Bryan Fogel,Bryan Fogel,Dave Zabriskie,0.79,0.94,0.68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Fifth Estate,NA,NA,2013,R,128,English,Bill Condon,Benedict Cumberbatch,Daniel Bruhl,0.62,0.36,0.49,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hell or High Water,NA,NA,2016,R,102,English,David Mackenzie,Chris Pine,Ben Foster,0.76,0.97,0.88,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Pulp Fiction,NA,NA,1994,R,178,English,Quentin Tarantino,John Travolta,Uma Thurman,0.89,0.92,0.94,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Half Nelson,NA,NA,2006,R,106,English,Ryan Fleck,Ryan Gosling,Anthony Mackie,0.72,0.9,0.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Avatar,NA,NA,2009,PG-13,162,English,James Cameron,Sam Worthington,Zoe Saldana,0.78,0.82,0.83,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Roman J. Israel, Esq.",NA,NA,2017,PG-13,129,English,Dan Gilroy,Denzel Washington,Colin Farrell,0.65,0.54,0.58,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"I, Tonya",NA,NA,2017,R,121,English,Craig Gillespie,Margot Robbie,Sebastian Stan,0.75,0.89,0.77,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
